0.2834494	0.0037674	0.4072056	0.0474025	0.2307039	0.0285935	0.003283	0.0099141	0.0192318	0.0020024	0.0006926	0.0008793	0.0007565	0.0012169	0.0008706	0.0005718	0.0012693	0.0008238	0.0005213	0.0170344	0.002329	0.0067301	0.0071739	0.089651	0.002104	0.0055683	0.0022991	0.0031098	0.0009749	0.0007012	0.0035532	0.0038902	0.003075	0.0109444	0.0059036	0.0061179	0.0091093	0.0127112	0.0080274	0
0.0045183	0.0920317	0.0027413	0.0025892	0.0020811	0.0061149	0.5491292	0.0421198	0.0035145	0.1345649	0.087655	0.0073721	0.0038684	0.0007824	0.0038197	0.0030885	0.0032918	0.0029539	0.0021758	0.0237864	0.1995446	0.0287054	0.0032759	0.0020464	0.004381	0.002836	0.0020858	0.0025116	0.0016852	0.0007808	0.0031553	0.0036371	0.0015826	0.0061102	0.0014463	0.0039305	0.0039076	0.002574	0.0030113	0
0.1540167	0.0052039	0.1876322	0.0222073	0.0026639	0.0057449	0.0020677	0.0171814	0.0051421	0.0036495	0.0019654	0.0024508	0.0027139	0.0027304	0.0026069	0.0026028	0.0069747	0.0029347	0.0016491	0.0038491	0.0031409	0.0023974	0.0131701	0.3065659	0.0056632	0.0133929	0.0098522	0.0081244	0.0047597	0.0036969	0.0019535	0.0069734	0.006532	0.032895	0.0128651	0.0132217	0.0249073	0.0351381	0.0161923	0
0.0064156	0.0064776	0.0028189	0.4022158	0.005613	0.0095435	0.0020822	0.0070592	0.0248241	0.0084034	0.0025002	0.0048326	0.0043301	0.0018399	0.0028335	0.0023955	0.0109006	0.0120007	0.0081358	0.0544511	0.0034538	0.0050123	0.0113476	0.0105888	0.0048017	0.008505	0.0051075	0.0065807	0.0061842	0.0030484	0.0038516	0.0090832	0.0055244	0.0100447	0.0092585	0.0101074	0.0063467	0.0181556	0.0185892	0
0.0038732	0.0067826	0.0025081	0.0024444	0.3012601	0.0175897	0.0038653	0.002997	0.0038469	0.0113222	0.0020265	0.0069435	0.0042876	0.0015422	0.0060028	0.0028895	0.0033652	0.012141	0.004484	0.1575367	0.0039233	0.0646818	0.0060875	0.0022131	0.0021689	0.0010688	0.0007237	0.0046916	0.0014905	0.0011907	0.0104332	0.0021119	0.0023148	0.0028021	0.0031227	0.0025427	0.0038107	0.0017725	0.0081892	0
0.007941	0.0129251	0.0292574	0.0186611	0.0198331	0.4008496	0.0050472	0.0311511	0.0289603	0.0332621	0.006208	0.0143936	0.0135946	0.0128959	0.0180773	0.0173854	0.0247637	0.0100606	0.005402	0.0330594	0.0107299	0.0086174	0.0518406	0.0233851	0.0150766	0.0139417	0.0201615	0.033696	0.040549	0.0497535	0.0213973	0.0301288	0.0393399	0.0610975	0.099629	0.0479063	0.100003	0.0235339	0.0574014	0
0.0296246	0.048229	0.0053496	0.0078943	0.0080039	0.0085047	0.053574	0.0383367	0.0129231	0.0279008	0.0222679	0.0075731	0.0072346	0.0023205	0.0093568	0.0039758	0.0070004	0.0072531	0.0054159	0.0086054	0.058508	0.017053	0.0206055	0.0122502	0.1371538	0.0951615	0.1018712	0.0333085	0.0152538	0.0059324	0.0065061	0.0414128	0.0055824	0.0150117	0.0104382	0.0154654	0.0179424	0.0134188	0.0167314	0
0.0991619	0.0519591	0.0155468	0.0859197	0.0353011	0.0573321	0.0267771	0.3508341	0.3363835	0.0583662	0.0324265	0.0340165	0.0228698	0.0147048	0.0503592	0.0210581	0.0340123	0.0327626	0.0065497	0.0521012	0.0248035	0.0213806	0.0139946	0.0130434	0.0085275	0.007903	0.0060388	0.0104761	0.0051418	0.0037425	0.0111953	0.0089833	0.009172	0.0541224	0.0224212	0.0184184	0.020668	0.1862547	0.0362138	0
0.00847	0.0120938	0.0173956	0.016944	0.0123246	0.0173593	0.0052344	0.0224222	0.1185302	0.0134832	0.0053262	0.0176958	0.0292677	0.0284014	0.0391431	0.0300186	0.039419	0.0691286	0.0152235	0.0488498	0.0043629	0.0303059	0.0211032	0.0061341	0.0265275	0.0063356	0.0089363	0.0115523	0.0087533	0.0020637	0.0048313	0.0176798	0.0071297	0.0102884	0.0077514	0.0058635	0.0045866	0.0126088	0.0096073	0
0.0046833	0.0234123	0.0073051	0.0041673	0.0102616	0.0023535	0.00429	0.0095519	0.0076813	0.1759102	0.0134911	0.0090422	0.0093521	0.005627	0.0187618	0.0119376	0.0281491	0.0144958	0.0065417	0.0120197	0.0039416	0.1552391	0.0046189	0.0057589	0.003163	0.0015801	0.001452	0.0022945	0.0036506	0.0012792	0.0182118	0.0020091	0.0012129	0.0142687	0.0026393	0.0052813	0.0052951	0.005448	0.0047703	0
0.0021697	0.0165934	0.0016462	0.0032697	0.0079055	0.0053385	0.0036067	0.0102267	0.0159173	0.0247178	0.4118462	0.344728	0.1699284	0.0284273	0.1638504	0.0399316	0.0574589	0.1298989	0.0611379	0.1144943	0.0051036	0.0569602	0.0048708	0.0009598	0.0050483	0.0048916	0.002908	0.0029847	0.0025206	0.0006685	0.0036229	0.0025259	0.0026096	0.0057146	0.0034323	0.0026217	0.0018586	0.0029556	0.0020287	0
0.0112116	0.0303067	0.015755	0.0083582	0.0265005	0.0063817	0.0094674	0.0155827	0.0213023	0.0212717	0.0367161	0.152505	0.0973109	0.0304959	0.052	0.0307893	0.0391439	0.0846967	0.0467294	0.0463794	0.0122745	0.0785546	0.0149696	0.0062535	0.0086512	0.0083467	0.0054063	0.0072591	0.0077115	0.0033751	0.0099027	0.0179899	0.0076756	0.010415	0.0107053	0.0121561	0.0081586	0.0068367	0.00888	0
0.0210133	0.0688609	0.0065125	0.0110206	0.014346	0.0126671	0.0107617	0.013065	0.019339	0.0241118	0.0205598	0.0344385	0.2066526	0.0424484	0.043961	0.017542	0.0376364	0.0568584	0.0652601	0.0159481	0.0215318	0.0360009	0.0152	0.0058303	0.0117471	0.0092564	0.0098612	0.0099853	0.011808	0.0041788	0.0086598	0.0336275	0.0168749	0.026041	0.0138889	0.0490134	0.008134	0.0081546	0.0111063	0
0.0008667	0.0012657	0.0008219	0.0014364	0.0012253	0.002307	0.0008167	0.0021547	0.0026814	0.0021555	0.001721	0.0021936	0.0049349	0.2336625	0.0071089	0.017567	0.0146097	0.0063382	0.0015828	0.0021914	0.0035986	0.0012696	0.0036264	0.001113	0.002183	0.0008479	0.0012669	0.001684	0.0064705	0.0066427	0.0023137	0.0034712	0.0519121	0.0083987	0.0053852	0.0060198	0.005394	0.0032994	0.0027675	0
0.0022877	0.0105234	0.00151	0.00231	0.0031891	0.0026558	0.0023694	0.0030576	0.0054527	0.0058063	0.008002	0.0136645	0.0597122	0.1410871	0.2050123	0.1709916	0.0812981	0.0445186	0.0314484	0.0111478	0.0261289	0.0331151	0.0120124	0.00405	0.006997	0.0043397	0.0054871	0.0068181	0.0387588	0.0034688	0.0045318	0.0050641	0.0335168	0.0191981	0.0073417	0.0073696	0.007627	0.0039272	0.0082908	0
