0	4.166667	4.075	4.883333	2.88	4.756667	4.996666	3.81	5	3.53	4	4.905	2.5	4.11	3.85	5	3.85	3.38	3.333333	3.995	4.266666	4.81	5	4.896667	4.79	4.06	2.5	4.875	3.855	4.25	4.613333
3.71	0	2.37	2.92	0.5833334	0.99	0.3866667	0	2.5	0.2033333	1.296667	2.673333	0	0.24	0.0066667	0	1.42	3.06	0.43	0.01	0.2666667	0	0	0	0.1066667	0.4133333	1.185	2.15	1.096667	3.006667	0.6933333
5.22	7.695	0	1.223333	6.84	2.805	1.323333	4.52	2.805	5.166667	3.95	4.073333	5.803333	0.0966667	0.1533333	16.54667	5.27	5.08	1.436667	5.02	2.923333	4.9	11.785	4.643333	4.695	8.476666	1.64	2.606667	9.103333	3.033333	2.37
9.41	3.705	15.925	0	12.13	9.286667	7.853333	3.35	0	5.623333	5.61	5.035	6.305	4.423333	10	9.09	8.696667	6.386667	8.12	10.57667	1.395	8.97	10	6.453333	6.16	10.08333	8.125	5.71	5.406667	6.02	6.193334
0.0466667	0.03	1.1	0.1733333	0	1.406667	0.5333334	0.1933333	0	0.38	0.18	0.1933333	1.61	0.0566667	0.09	0	1.726667	0.2	0.3466667	0.53	1.58	1.34	0.05	0.1033333	0.06	0.0633333	0	0.19	0.2033333	0.2366667	0.2766667
11	11	11	11	11	0	11	11	10.94	7.333333	11	11	11	11	11	11	11	11	11	11	11	11	10.94	10.94	11	11	11	11	11	11	11
12.94	23.24667	29.61	26.88667	11.61	44.375	0	45.98	34.83	17.81	26.59	50	12.08	28.61667	28.75667	31.415	40.32	24.21333	23.59	22.04667	35.73333	15.55667	52.5	12	46.23333	27.41	46.59	46.59	22.25667	13.47667	22.25
5.92	3.566667	6.3	5.636667	6.926667	6.476667	1.72	0	6.3	0	0	0	2.91	3.376667	1.573333	0	0	2.833333	3.896667	4.176667	0	5.203333	2.353333	0	8.053333	0	6.3	5.583333	0	6.45	3.953333
9.005	19.995	6.1	1.486667	9.95	9.95	2.686667	2.356667	0	5.273333	2.213333	3.17	17.6	1.465	2.636667	0.415	12.98	2.64	0.95	2.195	9.953334	19.875	0.6366667	8.005	14.44	6.723333	3.066667	1.885	0.9933333	7.336667	3.996667
5.92	3.566667	6.3	5.636667	6.926667	6.476667	1.72	0	6.3	0	0	0	2.91	3.376667	1.573333	0	0	2.833333	3.896667	4.176667	0	5.203333	2.353333	0	8.053333	0	6.3	5.583333	0	6.45	3.953333
5.92	3.566667	6.3	5.636667	6.926667	6.476667	1.72	0	6.3	0	0	0	2.91	3.376667	1.573333	0	0	2.833333	3.896667	4.176667	0	5.203333	2.353333	0	8.053333	0	6.3	5.583333	0	6.45	3.953333
5.92	3.566667	6.3	5.636667	6.926667	6.476667	1.72	0	6.3	0	0	0	2.91	3.376667	1.573333	0	0	2.833333	3.896667	4.176667	0	5.203333	2.353333	0	8.053333	0	6.3	5.583333	0	6.45	3.953333
0.25	4.265	7.966667	14.92	7.443333	8.64	11.57	10.42667	2.5	5.006667	8.45	13.23333	0	9.559999	2.63	0.03	13.88667	5.79	40	0.08	12.54333	24.3	9.455	7.7	3.47	7.855	6.456667	15.46	7.106667	10.27667	7.47
17.84	7.455	42.885	15.485	5.165	27.48	43.42333	58	27.48	36.78	54.015	45	10.15	0	17.11	10	52.61666	41.10667	60	35	42.51	36.78	27.48	30.68	60	28.58	10	12.2	37.23333	32.48667	13.63667
2.63	12.67667	13.39667	4.825	3.38	13.43	8.19	7.023334	20.73	12.61667	7.986667	12.13	6.88	6.94	0	10	8.225	7.96	11.48333	7.5	15.41	22.10333	28.43	10	12.51	7.87	10.885	9.875	10.41333	5.943333	10.34667
